id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.toddlerjukebox.MainActivity,com.toddlerjukebox,13,1,1,com.toddlerjukebox.MainActivity,com.toddlerjukebox
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.google.android.finsky.activities.MainActivity,com.android.vending,12,1,1,com.google.android.finsky.activities.MainActivity,com.android.vending
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher,10,1,1,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.google.android.gsf.loginservice.LoginActivity,com.google.android.gsf.login,4,4,4,com.google.android.gsf.login.LoginActivity,com.google.android.gsf.login
2ef88429-5292-4d6e-941c-54c06be88790-21,e433a047-f94c-4a4b-83be-92ce4253c851,1336624890,com.google.android.gm.WaitActivity,com.google.android.gm,16,1,0,com.google.android.gm.WaitActivity,com.google.android.gm
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,5,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.toddlerjukebox.MainActivity,com.toddlerjukebox,13,1,1,com.toddlerjukebox.MainActivity,com.toddlerjukebox
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.google.android.finsky.activities.MainActivity,com.android.vending,12,1,1,com.google.android.finsky.activities.MainActivity,com.android.vending
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher,10,1,1,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.google.android.gsf.loginservice.LoginActivity,com.google.android.gsf.login,4,4,4,com.google.android.gsf.login.LoginActivity,com.google.android.gsf.login
2ef88429-5292-4d6e-941c-54c06be88790-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336624950,com.google.android.gm.WaitActivity,com.google.android.gm,16,1,0,com.google.android.gm.WaitActivity,com.google.android.gm
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,5,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.toddlerjukebox.MainActivity,com.toddlerjukebox,13,1,1,com.toddlerjukebox.MainActivity,com.toddlerjukebox
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.google.android.finsky.activities.MainActivity,com.android.vending,12,1,1,com.google.android.finsky.activities.MainActivity,com.android.vending
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher,10,1,1,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.google.android.gsf.loginservice.LoginActivity,com.google.android.gsf.login,4,4,4,com.google.android.gsf.login.LoginActivity,com.google.android.gsf.login
2ef88429-5292-4d6e-941c-54c06be88790-25,e433a047-f94c-4a4b-83be-92ce4253c851,1336625015,com.google.android.gm.WaitActivity,com.google.android.gm,16,1,0,com.google.android.gm.WaitActivity,com.google.android.gm
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,5,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.toddlerjukebox.MainActivity,com.toddlerjukebox,13,1,1,com.toddlerjukebox.MainActivity,com.toddlerjukebox
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.google.android.finsky.activities.MainActivity,com.android.vending,12,1,1,com.google.android.finsky.activities.MainActivity,com.android.vending
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher,10,1,1,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.google.android.gsf.loginservice.LoginActivity,com.google.android.gsf.login,4,4,4,com.google.android.gsf.login.LoginActivity,com.google.android.gsf.login
2ef88429-5292-4d6e-941c-54c06be88790-27,e433a047-f94c-4a4b-83be-92ce4253c851,1336625075,com.google.android.gm.WaitActivity,com.google.android.gm,16,1,0,com.google.android.gm.WaitActivity,com.google.android.gm
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,5,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.toddlerjukebox.MainActivity,com.toddlerjukebox,13,1,1,com.toddlerjukebox.MainActivity,com.toddlerjukebox
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.google.android.finsky.activities.MainActivity,com.android.vending,12,1,1,com.google.android.finsky.activities.MainActivity,com.android.vending
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher,10,1,1,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.google.android.gsf.loginservice.LoginActivity,com.google.android.gsf.login,4,4,4,com.google.android.gsf.login.LoginActivity,com.google.android.gsf.login
2ef88429-5292-4d6e-941c-54c06be88790-30,e433a047-f94c-4a4b-83be-92ce4253c851,1336625135,com.google.android.gm.WaitActivity,com.google.android.gm,16,1,0,com.google.android.gm.WaitActivity,com.google.android.gm
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,5,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.toddlerjukebox.MainActivity,com.toddlerjukebox,13,1,1,com.toddlerjukebox.MainActivity,com.toddlerjukebox
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.google.android.finsky.activities.MainActivity,com.android.vending,12,1,1,com.google.android.finsky.activities.MainActivity,com.android.vending
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher,10,1,1,edu.mit.media.prg.launcher.StoriesLauncherActivity8,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.google.android.gsf.loginservice.LoginActivity,com.google.android.gsf.login,4,4,4,com.google.android.gsf.login.LoginActivity,com.google.android.gsf.login
2ef88429-5292-4d6e-941c-54c06be88790-31,e433a047-f94c-4a4b-83be-92ce4253c851,1336625200,com.google.android.gm.WaitActivity,com.google.android.gm,16,1,0,com.google.android.gm.WaitActivity,com.google.android.gm
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,5,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher,11,1,1,edu.mit.media.prg.launcher.FilmsLauncherActivity,edu.mit.media.prg.launcher
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew,18,1,1,com.carrotapp.protectpronew.Ask,com.carrotapp.protectpronew
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,19,1,0,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,com.android.browser.BrowserActivity,com.android.browser,17,1,0,com.android.browser.BrowserActivity,com.android.browser
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,com.android.internal.app.ResolverActivity,android,8,1,1,com.android.internal.app.ResolverActivity,android
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad,14,1,1,org.pogi.DrawingPad.DPActivity,org.pogi.DrawingPad
2ef88429-5292-4d6e-941c-54c06be88790-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336625265,tipitap.coloring.ImageIndex,tipitap.coloring,6,2,2,tipitap.coloring.Painter,tipitap.coloring
